drug_name,medical_condition,rating,no_of_reviews
alli,weight loss,6.0,109.0
bupropion,weight loss,7.1,45.0
orlistat,weight loss,7.3,363.0
xenical,weight loss,8.3,112.0
phendimetrazine,weight loss,8.3,150.0
diethylpropion,weight loss,8.7,154.0
qsymia,weight loss,7.7,556.0
saxenda,weight loss,7.5,1377.0
methamphetamine,weight loss,10.0,4.0
pregnyl,weight loss,9.0,1.0
wegovy,weight loss,6.7,125.0
bupropion / naltrexone,weight loss,6.6,2013.0
liraglutide,weight loss,7.6,1711.0
phentermine / topiramate,weight loss,7.8,679.0
amphetamine,weight loss,10.0,1.0
bontril pdm,weight loss,6.0,5.0
chorionic gonadotropin (hcg),weight loss,7.0,14.0
cimetidine,weight loss,-1.0,0.0
lomaira,weight loss,7.6,40.0
methylphenidate,weight loss,6.0,1.0
atti-plex p,weight loss,-1.0,0.0
benzphetamine,weight loss,7.5,17.0
desvenlafaxine,weight loss,8.6,9.0
tagamet hb,weight loss,-1.0,0.0
evekeo,weight loss,-1.0,0.0
fenfluramine,weight loss,-1.0,0.0
fendique er,weight loss,-1.0,0.0
imcivree,weight loss,-1.0,0.0
setmelanotide,weight loss,-1.0,0.0
tirzepatide,weight loss,5.7,10.0
